species,year,decimalLatitude,decimalLongitude
Ariolimax buttoni,2021,38.042778,-122.876297
Ariolimax buttoni,2021,37.930246,-122.556133
Ariolimax buttoni,2021,37.79555,-122.148591
Ariolimax buttoni,2021,38.005836,-122.711288
Ariolimax buttoni,2021,37.086711,-121.795342
Ariolimax buttoni,2021,38.189362,-122.954505
Ariolimax buttoni,2020,37.894772,-122.702518
Ariolimax buttoni,2020,37.806253,-122.173363
Ariolimax buttoni,2021,37.83097,-122.52575
Ariolimax buttoni,2020,39.373387,-123.810738
Ariolimax buttoni,2020,38.021889,-122.735847
Ariolimax buttoni,2021,37.929547,-122.560304
Ariolimax buttoni,2021,38.033275,-122.742988
Ariolimax buttoni,2021,37.081842,-121.800462
Ariolimax buttoni,2021,38.525203,-123.238739
Ariolimax buttoni,2006,37.89285,-122.572498
Ariolimax buttoni,2021,37.83074,-122.528148
Ariolimax buttoni,2021,37.831025,-122.525654
Ariolimax buttoni,2021,37.831081,-122.525635
Ariolimax buttoni,2021,38.132279,-122.89186
Ariolimax buttoni,2021,38.571901,-123.318822
Ariolimax buttoni,2017,39.295961,-123.734663
Ariolimax buttoni,2021,37.836637,-122.526505
Ariolimax buttoni,2017,37.876068,-122.220004
Ariolimax buttoni,2021,38.448065,-123.044747
Ariolimax buttoni,2020,37.896715,-122.574348
Ariolimax buttoni,2021,38.441387,-123.053711
Ariolimax buttoni,2021,37.781867,-122.150811
Ariolimax buttoni,2021,38.023792,-122.799468
Ariolimax buttoni,2021,38.067018,-122.919442
Ariolimax buttoni,2021,38.441697,-123.051742
Ariolimax buttoni,2021,37.750402,-122.114242
Ariolimax buttoni,2021,39.423307,-121.115371
Ariolimax buttoni,2021,37.172,-121.982917
Ariolimax buttoni,2020,37.79863,-122.153893
Ariolimax buttoni,2021,37.996129,-122.80146
Ariolimax buttoni,2021,40.040194,-121.001202
Ariolimax buttoni,2021,38.591417,-123.321013
Ariolimax buttoni,2021,38.36923,-122.501703
Ariolimax buttoni,2021,38.01807,-122.730972
Ariolimax buttoni,2021,38.303806,-123.060142
Ariolimax buttoni,2020,39.276836,-123.753906
Ariolimax buttoni,2020,38.205807,-122.759891
Ariolimax buttoni,2021,38.013047,-122.714662
Ariolimax buttoni,2021,38.489383,-123.017678
Ariolimax buttoni,2021,38.074538,-122.854382
Ariolimax buttoni,2021,38.107995,-122.882758
Ariolimax buttoni,2021,37.938658,-122.646362
Ariolimax buttoni,2021,38.403539,-122.824447
Ariolimax buttoni,2021,38.575609,-122.691799
Ariolimax buttoni,2021,37.915947,-122.52758
Ariolimax buttoni,2018,38.074578,-122.850525
Ariolimax buttoni,2020,37.797737,-122.160361
Ariolimax buttoni,2021,37.803778,-122.159978
Ariolimax buttoni,2021,38.579385,-123.326009
Ariolimax buttoni,2021,38.107099,-122.88551
Ariolimax buttoni,2020,39.409253,-123.76085
Ariolimax buttoni,2021,37.918922,-122.625153
Ariolimax buttoni,2017,37.948039,-122.135696
Ariolimax buttoni,2021,37.884208,-122.569437
Ariolimax buttoni,2021,37.929667,-122.634241
Ariolimax buttoni,2021,38.90793,-121.044763
Ariolimax buttoni,2021,37.859364,-122.572145
Ariolimax buttoni,2013,37.870007,-122.241123
Ariolimax buttoni,2013,37.870991,-122.242556
Ariolimax buttoni,2021,37.934298,-122.747133
Ariolimax buttoni,2021,37.93427,-122.636183
Ariolimax buttoni,2021,37.830392,-122.522728
Ariolimax buttoni,2021,37.913819,-122.619719
Ariolimax buttoni,2021,37.89357,-122.619317
Ariolimax buttoni,2021,38.006803,-122.68148
Ariolimax buttoni,2021,38.585252,-122.938562
Ariolimax buttoni,2021,37.921219,-122.281328
Ariolimax buttoni,2016,38.035478,-122.801298
Ariolimax buttoni,2021,39.273729,-123.758258
Ariolimax buttoni,2021,39.278295,-123.770802
Ariolimax buttoni,2020,38.760095,-123.530678
Ariolimax buttoni,2020,39.331797,-123.796
Ariolimax buttoni,2021,38.264014,-122.233789
Ariolimax buttoni,2020,39.31523,-120.662642
Ariolimax buttoni,2020,37.898933,-122.2527
Ariolimax buttoni,2021,38.117519,-122.878624
Ariolimax buttoni,2021,38.016706,-122.722612
Ariolimax buttoni,2020,37.910604,-122.264446
Ariolimax buttoni,2021,38.578208,-123.136222
Ariolimax buttoni,2021,36.561305,-121.875022
Ariolimax buttoni,2021,38.74415,-123.494632
Ariolimax buttoni,2020,37.942035,-122.724555
Ariolimax buttoni,2022,37.954392,-122.783051
Ariolimax buttoni,2021,39.276421,-123.786214
Ariolimax buttoni,2022,38.036542,-122.804505
Ariolimax buttoni,2021,38.398434,-122.990716
Ariolimax buttoni,2021,38.688261,-123.41856
Ariolimax buttoni,2021,37.897382,-122.710379
Ariolimax buttoni,2022,38.020844,-122.655057
Ariolimax buttoni,2022,38.052843,-122.836692
Ariolimax buttoni,2020,38.904647,-123.336906
Ariolimax buttoni,2021,36.56298,-121.861412
Ariolimax buttoni,2021,39.260674,-121.033728
Ariolimax buttoni,2020,37.88249,-122.221271
Ariolimax buttoni,2021,38.002956,-122.768097
Ariolimax buttoni,2021,38.414005,-122.954925
Ariolimax buttoni,2021,38.061306,-122.856347
Ariolimax buttoni,2021,39.408234,-123.819327
Ariolimax buttoni,2021,39.26834,-123.780454
Ariolimax buttoni,2022,37.910626,-122.266814
Ariolimax buttoni,2021,37.923249,-122.628247
Ariolimax buttoni,2022,38.374825,-122.492347
Ariolimax buttoni,2021,38.007628,-122.676853
Ariolimax buttoni,2022,39.33148,-123.790313
Ariolimax buttoni,2022,37.798642,-122.159369
Ariolimax buttoni,2021,37.799825,-122.161347
Ariolimax buttoni,2021,38.036278,-122.803262
Ariolimax buttoni,2018,37.97062,-122.641563
Ariolimax buttoni,2021,37.898905,-122.576255
Ariolimax buttoni,2022,38.374538,-122.493378
Ariolimax buttoni,2020,39.208233,-123.734388
Ariolimax buttoni,2020,38.127992,-122.894317
Ariolimax buttoni,2021,37.903013,-122.58435
Ariolimax buttoni,2021,38.116886,-122.881905
Ariolimax buttoni,2020,38.729855,-123.46412
Ariolimax buttoni,2021,38.002125,-122.769753
Ariolimax buttoni,2020,37.911792,-122.563325
Ariolimax buttoni,2020,37.869633,-122.2452
Ariolimax buttoni,2021,38.569864,-123.319463
Ariolimax buttoni,2020,37.938687,-122.593033
Ariolimax buttoni,2020,37.708595,-121.964308
Ariolimax buttoni,2022,38.052038,-122.835913
Ariolimax buttoni,2022,38.013011,-122.669778
Ariolimax buttoni,2022,39.057904,-123.4417
Ariolimax buttoni,2020,37.920353,-122.182908
Ariolimax buttoni,2020,38.705447,-123.427383
Ariolimax buttoni,2022,38.036627,-122.808181
Ariolimax buttoni,2020,39.402458,-123.758255
Ariolimax buttoni,2021,37.951516,-122.322429
Ariolimax buttoni,2022,38.043628,-122.790639
Ariolimax buttoni,2022,38.374078,-122.493697
Ariolimax buttoni,2020,38.07453,-122.914753
Ariolimax buttoni,2022,38.371628,-122.495003
Ariolimax buttoni,2022,38.039228,-122.794862
Ariolimax buttoni,2020,37.912732,-122.269211
Ariolimax buttoni,2022,38.041622,-122.798505
Ariolimax buttoni,2022,38.016528,-122.731758
Ariolimax buttoni,2022,38.017845,-122.730103
Ariolimax buttoni,2022,38.045283,-122.82962
Ariolimax buttoni,2022,38.054203,-122.837647
Ariolimax buttoni,2021,38.703319,-123.088492
Ariolimax buttoni,2022,38.041042,-122.87648
Ariolimax buttoni,2019,37.83085,-122.524419
Ariolimax buttoni,2019,37.893353,-122.573067
Ariolimax buttoni,2022,37.900441,-122.585919
Ariolimax buttoni,2020,37.880087,-122.576233
Ariolimax buttoni,2022,38.0181,-122.728613
Ariolimax buttoni,2020,39.40778,-123.77118
Ariolimax buttoni,2022,39.977163,-121.669388
Ariolimax buttoni,2021,38.545371,-122.686603
Ariolimax buttoni,2021,38.000603,-122.70912
Ariolimax buttoni,2022,38.374803,-122.492495
Ariolimax buttoni,2020,38.077721,-122.854152
Ariolimax buttoni,2022,38.484713,-123.054663
Ariolimax buttoni,2020,38.089825,-122.865212
Ariolimax buttoni,2021,37.923348,-122.557175
Ariolimax buttoni,2022,38.046903,-122.874908
Ariolimax buttoni,2022,37.904025,-122.604029
Ariolimax buttoni,2022,37.987468,-122.800213
Ariolimax buttoni,2020,39.354498,-123.511908
Ariolimax buttoni,2020,37.802291,-122.171828
Ariolimax buttoni,2019,37.895936,-122.577071
Ariolimax buttoni,2022,37.90298,-122.604333
Ariolimax buttoni,2021,39.26018,-121.036871
Ariolimax buttoni,2018,37.379353,-121.741058
Ariolimax buttoni,2020,37.9515,-122.318112
Ariolimax buttoni,2022,38.052361,-122.836026
Ariolimax buttoni,2018,37.905647,-122.261033
Ariolimax buttoni,2022,38.036747,-122.80258
Ariolimax buttoni,2012,37.145905,-121.776352
Ariolimax buttoni,2020,37.883392,-122.570442
Ariolimax buttoni,2022,37.940601,-122.760377
Ariolimax buttoni,2021,37.915566,-122.58366
Ariolimax buttoni,2021,36.56128,-121.87548
Ariolimax buttoni,2021,37.923354,-122.557161
Ariolimax buttoni,2021,37.94413,-122.598092
Ariolimax buttoni,2019,39.335425,-123.760056
Ariolimax buttoni,2021,39.297754,-120.934827
Ariolimax buttoni,2010,39.302051,-123.804332
Ariolimax buttoni,2020,38.205744,-122.758844
Ariolimax buttoni,2018,37.909828,-122.265612
Ariolimax buttoni,2020,39.045086,-123.380478
Ariolimax buttoni,2021,38.044948,-122.804611
Ariolimax buttoni,2020,37.892322,-122.616342
Ariolimax buttoni,2021,38.36932,-122.501687
Ariolimax buttoni,2020,40.198167,-121.520955
Ariolimax buttoni,2021,37.799178,-122.159667
Ariolimax buttoni,2012,37.831234,-122.525522
Ariolimax buttoni,2021,37.877828,-122.565863
Ariolimax buttoni,2021,37.084367,-121.796156
Ariolimax buttoni,2021,38.002219,-122.76603
Ariolimax buttoni,2020,38.469551,-123.018153
Ariolimax buttoni,2021,37.912506,-122.564276
Ariolimax buttoni,2021,39.271626,-123.727554
Ariolimax buttoni,2021,37.800092,-122.160422
Ariolimax buttoni,2021,37.883537,-122.567253
Ariolimax buttoni,2020,39.325962,-123.766547
Ariolimax buttoni,2021,37.90371,-122.603616
Ariolimax buttoni,2020,37.17286,-121.983658
Ariolimax buttoni,2021,38.035747,-122.801147
Ariolimax buttoni,2015,38.33835,-122.597107
Ariolimax buttoni,2020,38.026103,-122.784338
Ariolimax buttoni,2018,37.909842,-122.265291
Ariolimax buttoni,2021,37.931456,-122.681716
Ariolimax buttoni,2021,39.423294,-121.116291
Ariolimax buttoni,2020,37.972088,-122.5981
Ariolimax buttoni,2020,38.494308,-122.898125
Ariolimax buttoni,2020,38.004887,-122.710091
Ariolimax buttoni,2020,37.900615,-122.599806
Ariolimax buttoni,2020,38.004885,-122.710091
Ariolimax buttoni,2021,38.390536,-122.92335
Ariolimax buttoni,2021,37.895504,-122.581184
Ariolimax buttoni,2021,39.423294,-121.116291
Ariolimax buttoni,2021,38.005225,-122.707445
Ariolimax buttoni,2021,38.507602,-122.992431
Ariolimax buttoni,2021,37.751892,-122.457763
Ariolimax buttoni,2021,37.798558,-122.159264
Ariolimax buttoni,2020,37.945958,-122.757575
Ariolimax buttoni,2020,38.038772,-122.878812
Ariolimax buttoni,2020,37.998886,-122.713999
Ariolimax buttoni,2021,38.442601,-122.531062
Ariolimax buttoni,2021,39.423294,-121.116291
Ariolimax buttoni,2020,38.047783,-122.869745
Ariolimax buttoni,2020,38.426453,-123.071676
Ariolimax buttoni,2020,38.068141,-122.917374
Ariolimax buttoni,2018,37.910817,-122.267983
Ariolimax buttoni,2021,38.040703,-122.796028
Ariolimax buttoni,2021,37.170011,-121.980239
Ariolimax buttoni,2021,38.018111,-122.732613
Ariolimax buttoni,2021,38.373622,-122.49385
Ariolimax buttoni,2021,37.791378,-122.149558
Ariolimax buttoni,2020,37.94627,-122.727147
Ariolimax buttoni,2021,38.029992,-122.813095
Ariolimax buttoni,2021,37.905225,-122.59787
Ariolimax buttoni,2021,36.56298,-121.861412
Ariolimax buttoni,2020,38.0043,-122.708897
Ariolimax buttoni,2021,38.574268,-123.31415
Ariolimax buttoni,2021,37.997847,-123.015026
Ariolimax buttoni,2021,38.4994,-123.08898
Ariolimax buttoni,2022,38.04675,-122.875633
Ariolimax buttoni,2022,37.842317,-122.19442
Ariolimax buttoni,2021,38.003155,-122.796705
Ariolimax buttoni,2014,38.081156,-122.804732
Ariolimax buttoni,2021,38.399623,-122.991076
Ariolimax buttoni,2020,36.564222,-121.862508
Ariolimax buttoni,2022,37.9141,-122.253333
Ariolimax buttoni,2020,37.945752,-122.72737
Ariolimax buttoni,2020,39.272918,-123.741117
Ariolimax buttoni,2021,37.172086,-121.981094
Ariolimax buttoni,2016,37.874674,-122.5898
Ariolimax buttoni,2020,37.900045,-122.578575
Ariolimax buttoni,2018,38.571053,-123.318153
Ariolimax buttoni,2021,38.39885,-122.991461
Ariolimax buttoni,2021,37.90295,-122.585853
Ariolimax buttoni,2020,37.962025,-122.685538
Ariolimax buttoni,2020,37.829208,-122.533378
Ariolimax buttoni,2021,37.79978,-122.161155
Ariolimax buttoni,2020,38.480411,-123.120069
Ariolimax buttoni,2019,37.895248,-122.577716
Ariolimax buttoni,2020,38.358045,-123.067178
Ariolimax buttoni,2021,36.561817,-121.853792
Ariolimax buttoni,2020,37.816459,-122.180904
Ariolimax buttoni,2021,38.052678,-122.836442
Ariolimax buttoni,2022,38.038911,-122.795128
Ariolimax buttoni,2020,38.01915,-122.654847
Ariolimax buttoni,2021,37.795979,-122.148921
Ariolimax buttoni,2022,38.369328,-122.502433
Ariolimax buttoni,2022,38.046008,-122.876463
Ariolimax buttoni,2020,37.927637,-122.633963
Ariolimax buttoni,2020,37.911358,-122.562919
Ariolimax buttoni,2021,37.833205,-122.513514
Ariolimax buttoni,2017,37.396056,-121.813842
Ariolimax buttoni,2020,37.900351,-122.577144
Ariolimax buttoni,2021,38.027132,-122.801084
Ariolimax buttoni,2020,37.900113,-122.577554
Ariolimax buttoni,2020,37.900488,-122.57719
Ariolimax buttoni,2021,38.577486,-123.33088
Ariolimax buttoni,2022,38.037553,-122.805803
Ariolimax buttoni,2020,37.937295,-122.55818
Ariolimax buttoni,2021,38.404295,-122.499962
Ariolimax buttoni,2022,37.895504,-122.581184
Ariolimax buttoni,2020,38.547387,-123.300445
Ariolimax buttoni,2019,38.040532,-122.876762
Ariolimax buttoni,2022,39.492598,-123.790162
Ariolimax buttoni,2022,37.935084,-122.632022
Ariolimax buttoni,2022,37.832186,-122.182521
Ariolimax buttoni,2022,38.036536,-122.803087
Ariolimax buttoni,2020,39.2743,-123.745653
Ariolimax buttoni,2020,37.826054,-122.52216
Ariolimax buttoni,2022,37.92167,-122.622803
Ariolimax buttoni,2020,39.406772,-123.767447
Ariolimax buttoni,2021,38.78277,-123.532975
Ariolimax buttoni,2022,37.936583,-122.638127
Ariolimax buttoni,2020,38.436842,-122.514197
Ariolimax buttoni,2022,38.205835,-122.758664
Ariolimax buttoni,2022,36.585442,-121.899238
Ariolimax buttoni,2020,37.806422,-122.149108
Ariolimax buttoni,2019,38.435583,-122.513239
Ariolimax buttoni,2022,37.946261,-122.757242
Ariolimax buttoni,2022,37.960369,-122.741692
Ariolimax buttoni,2021,38.038253,-122.719697
Ariolimax buttoni,2018,38.471467,-123.047958
Ariolimax buttoni,2021,37.854545,-122.202072
Ariolimax buttoni,2022,37.933692,-122.29602
Ariolimax buttoni,2022,37.197581,-121.982339
Ariolimax buttoni,2019,38.591469,-123.336594
Ariolimax buttoni,2022,37.809185,-122.176441
Ariolimax buttoni,2007,37.893606,-122.573874
Ariolimax buttoni,2019,39.269505,-123.732162
Ariolimax buttoni,2019,39.522159,-123.75756
Ariolimax buttoni,2022,37.40361,-121.792446
Ariolimax buttoni,2018,38.949722,-123.331603
Ariolimax buttoni,2019,39.19016,-123.711753
Ariolimax buttoni,2022,37.170589,-121.979994
Ariolimax buttoni,2022,38.579755,-123.311516
Ariolimax buttoni,2015,39.326789,-123.773013
Ariolimax buttoni,2019,39.491928,-123.791118
Ariolimax buttoni,2019,39.276667,-123.782885
Ariolimax buttoni,2020,37.806061,-122.173019
Ariolimax buttoni,2015,39.069774,-123.468671
Ariolimax buttoni,2022,38.576138,-123.333022
Ariolimax buttoni,2015,39.236239,-123.390745
Ariolimax buttoni,2022,37.99705,-123.01751
Ariolimax buttoni,2018,39.377453,-123.80773
Ariolimax buttoni,2022,38.037403,-122.801995
Ariolimax buttoni,2022,38.205858,-122.758602
Ariolimax buttoni,2022,37.968313,-122.750034
Ariolimax buttoni,2012,38.016323,-122.988615
Ariolimax buttoni,2022,39.325154,-123.765959
Ariolimax buttoni,2022,38.395067,-122.942262
Ariolimax buttoni,2022,37.996703,-123.019836
Ariolimax buttoni,2022,38.537003,-123.006325
Ariolimax buttoni,2021,37.998567,-122.509133
Ariolimax buttoni,2022,37.514538,-121.82782
Ariolimax buttoni,2021,38.51806,-123.241351
Ariolimax buttoni,2021,39.277632,-123.787288
Ariolimax buttoni,2022,38.706392,-123.42463
Ariolimax buttoni,2022,38.476322,-122.998537
Ariolimax buttoni,2022,38.205859,-122.758991
Ariolimax buttoni,2021,38.705352,-123.429315
Ariolimax buttoni,2021,39.309722,-120.666337
Ariolimax buttoni,2016,39.327319,-121.039331
Ariolimax buttoni,2021,37.99817,-122.801513
Ariolimax buttoni,2022,37.89776,-122.559971
Ariolimax buttoni,2021,37.884389,-122.56945
Ariolimax buttoni,2021,37.87318,-122.225043
Ariolimax buttoni,2021,38.680582,-123.107614
Ariolimax buttoni,2022,38.205854,-122.759517
Ariolimax buttoni,2021,39.444813,-123.7947
Ariolimax buttoni,2021,38.661342,-123.321677
Ariolimax buttoni,2021,37.752238,-122.4589
Ariolimax buttoni,2022,38.931042,-122.647063
Ariolimax buttoni,2021,38.056179,-122.816471
Ariolimax buttoni,2022,38.064992,-122.849305
Ariolimax buttoni,2021,37.933342,-122.611167
Ariolimax buttoni,2016,38.040281,-122.796014
Ariolimax buttoni,2021,38.746734,-123.348638
Ariolimax buttoni,2022,37.89888,-122.57698
Ariolimax buttoni,2022,39.340963,-123.763605
Ariolimax buttoni,2022,38.095331,-122.871157
Ariolimax buttoni,2021,37.894705,-122.616425
Ariolimax buttoni,2021,39.216072,-120.840127
Ariolimax buttoni,2021,38.588292,-123.306716
Ariolimax buttoni,2021,39.859152,-121.706842
Ariolimax buttoni,2020,38.5598,-122.406435
Ariolimax buttoni,2021,37.870613,-122.246327
Ariolimax buttoni,2021,37.996573,-123.02042
Ariolimax buttoni,2021,37.783629,-121.992334
Ariolimax buttoni,2020,37.914445,-122.266913
Ariolimax buttoni,2022,38.398983,-122.991772
Ariolimax buttoni,2018,37.400889,-121.787178
Ariolimax buttoni,2021,38.576936,-122.690393
Ariolimax buttoni,2019,38.69821,-120.438376
Ariolimax buttoni,2021,38.585189,-122.953038
Ariolimax buttoni,2022,36.56222,-121.869295
Ariolimax buttoni,2022,37.902898,-122.568846
Ariolimax buttoni,2021,38.468505,-123.161972
Ariolimax buttoni,2022,39.37777,-123.813538
Ariolimax buttoni,2021,38.58509,-122.951292
Ariolimax buttoni,2021,37.826795,-122.237418
Ariolimax buttoni,2021,38.098933,-122.884553
Ariolimax buttoni,2021,38.365082,-123.070876
Ariolimax buttoni,2021,38.690883,-123.426387
Ariolimax buttoni,2020,37.792725,-122.174593
Ariolimax buttoni,2021,37.893678,-122.243605
Ariolimax buttoni,2018,38.142022,-122.78653
Ariolimax buttoni,2022,37.993066,-122.797357
Ariolimax buttoni,2022,37.988525,-122.803492
Ariolimax buttoni,2022,37.080892,-121.801597
Ariolimax buttoni,2022,38.573036,-123.297181
Ariolimax buttoni,2022,38.57082,-123.317672
Ariolimax buttoni,2022,38.531155,-122.649963
Ariolimax buttoni,2018,38.730519,-123.46332
Ariolimax buttoni,2018,37.899448,-122.601815
Ariolimax buttoni,2022,37.997574,-122.758054
Ariolimax buttoni,2022,37.988957,-122.797501
Ariolimax buttoni,2022,38.570595,-123.318122
Ariolimax buttoni,2018,37.915047,-122.259392
Ariolimax buttoni,2018,37.907643,-122.574645
Ariolimax buttoni,2022,38.570647,-123.318286
Ariolimax buttoni,2022,37.997269,-123.018379
Ariolimax buttoni,2022,37.997557,-122.800099
Ariolimax buttoni,2018,38.343367,-122.594714
Ariolimax buttoni,2018,38.537003,-123.006325
Ariolimax buttoni,2018,38.368247,-122.500778
Ariolimax buttoni,2022,38.033269,-122.802605
Ariolimax buttoni,2022,38.03286,-122.802448
Ariolimax buttoni,2018,38.142072,-122.786539
Ariolimax buttoni,2015,38.36889,-122.498245
Ariolimax buttoni,2015,38.367471,-122.507571
Ariolimax buttoni,2018,38.715917,-123.041472
Ariolimax buttoni,2018,37.896192,-122.574363
Ariolimax buttoni,2015,38.369579,-122.497297
Ariolimax buttoni,2018,38.020013,-122.660845
Ariolimax buttoni,2022,36.555787,-121.85598
Ariolimax buttoni,2018,37.930934,-122.681674
Ariolimax buttoni,2018,37.93053,-122.682368
Ariolimax buttoni,2015,37.926384,-122.672815
Ariolimax buttoni,2018,38.469516,-123.018076
Ariolimax buttoni,2018,38.469817,-123.018085
Ariolimax buttoni,2018,38.01952,-122.729933
Ariolimax buttoni,2018,38.058484,-122.857049
Ariolimax buttoni,2018,38.050737,-122.868648
Ariolimax buttoni,2022,38.049111,-122.833763
Ariolimax buttoni,2022,38.04427,-122.830313
Ariolimax buttoni,2022,38.052742,-122.83657
Ariolimax buttoni,2018,38.008797,-122.798653
Ariolimax buttoni,2020,39.976105,-121.638491
Ariolimax buttoni,2018,38.706025,-123.425103
Ariolimax buttoni,2022,37.902462,-122.629738
Ariolimax buttoni,2022,38.035159,-122.801233
Ariolimax buttoni,2018,38.035939,-122.826648
Ariolimax buttoni,2022,38.39946,-122.992339
Ariolimax buttoni,2020,37.90628,-122.261597
Ariolimax buttoni,2022,38.455925,-123.008867
Ariolimax buttoni,2018,39.332488,-123.786675
Ariolimax buttoni,2020,37.810405,-122.178947
Ariolimax buttoni,2020,37.961063,-122.570297
Ariolimax buttoni,2022,40.173121,-121.555697
Ariolimax buttoni,2020,37.865867,-122.587913
Ariolimax buttoni,2020,37.865938,-122.587983
Ariolimax buttoni,2020,38.573647,-122.698753
Ariolimax buttoni,2022,38.150737,-122.907454
Ariolimax buttoni,2020,37.955186,-122.574769
Ariolimax buttoni,2022,38.58805,-123.320739
Ariolimax buttoni,2020,37.961303,-122.570708
Ariolimax buttoni,2020,38.683814,-123.015799
Ariolimax buttoni,2022,37.816795,-122.179947
Ariolimax buttoni,2020,38.019082,-122.660045
Ariolimax buttoni,2022,38.540083,-123.000507
Ariolimax buttoni,2022,38.537003,-123.006325
Ariolimax buttoni,2022,37.99705,-123.01751
Ariolimax buttoni,2017,39.894357,-121.586684
Ariolimax buttoni,2022,38.5747,-123.320913
Ariolimax buttoni,2022,37.996667,-123.019975
Ariolimax buttoni,2021,38.007919,-122.711053
Ariolimax buttoni,2022,37.882789,-122.223622
Ariolimax buttoni,2020,37.814025,-122.176645
Ariolimax buttoni,2022,38.570453,-123.318297
Ariolimax buttoni,2020,37.829933,-122.529037
Ariolimax buttoni,2022,38.451778,-123.002931
Ariolimax buttoni,2022,37.988683,-122.803347
Ariolimax buttoni,2022,37.996912,-123.018355
Ariolimax buttoni,2018,39.331305,-123.77807
Ariolimax buttoni,2022,37.998047,-123.012183
Ariolimax buttoni,2017,39.277234,-123.779253
Ariolimax buttoni,2022,38.590672,-123.322587
Ariolimax buttoni,2017,37.925839,-122.674128
Ariolimax buttoni,2011,39.788932,-121.704257
Ariolimax buttoni,2022,38.005113,-122.796419
Ariolimax buttoni,2022,37.996903,-123.018844
Ariolimax buttoni,2018,37.954137,-122.63513
Ariolimax buttoni,2020,37.817913,-122.148133
Ariolimax buttoni,2022,38.005018,-122.79663
Ariolimax buttoni,2020,38.036481,-122.81067
Ariolimax buttoni,2022,37.996633,-122.802082
Ariolimax buttoni,2021,37.775127,-122.419403
Ariolimax buttoni,2022,37.083008,-121.796592
Ariolimax buttoni,2022,38.033937,-122.802133
Ariolimax buttoni,2020,38.126158,-122.894622
Ariolimax buttoni,2022,37.893162,-122.572729
Ariolimax buttoni,2022,37.988106,-122.800774
Ariolimax buttoni,2022,38.571853,-123.317513
Ariolimax buttoni,2022,38.407903,-123.027397
Ariolimax buttoni,2018,37.922688,-122.54612
Ariolimax buttoni,2022,38.766858,-123.517181
Ariolimax buttoni,2022,38.744642,-123.495811
Ariolimax buttoni,2022,38.205865,-122.75879
Ariolimax buttoni,2018,37.19811,-121.980987
Ariolimax buttoni,2022,37.809199,-122.176869
Ariolimax buttoni,2021,39.291916,-121.097355
Ariolimax buttoni,2023,38.041094,-122.876511
Ariolimax buttoni,2022,39.377687,-123.810433
Ariolimax buttoni,2022,38.029542,-122.827194
Ariolimax buttoni,2022,38.390175,-122.920178
Ariolimax buttoni,2023,38.041092,-122.876489
Ariolimax buttoni,2021,37.895175,-122.575613
Ariolimax buttoni,2021,38.708303,-123.428213
Ariolimax buttoni,2023,38.713861,-123.441933
Ariolimax buttoni,2022,38.697488,-122.667405
Ariolimax buttoni,2021,38.571896,-122.939743
Ariolimax buttoni,2022,38.379733,-122.971917
Ariolimax buttoni,2022,38.674656,-123.207071
Ariolimax buttoni,2021,38.482155,-123.123353
Ariolimax buttoni,2021,38.404158,-122.495492
Ariolimax buttoni,2023,37.896882,-122.635006
Ariolimax buttoni,2021,38.404086,-122.497412
Ariolimax buttoni,2021,38.576738,-123.332337
Ariolimax buttoni,2018,37.198435,-121.978004
Ariolimax buttoni,2023,38.034939,-122.881881
Ariolimax buttoni,2018,38.707097,-123.426445
Ariolimax buttoni,2022,39.33242,-123.788025
Ariolimax buttoni,2021,39.842633,-121.56102
Ariolimax buttoni,2021,37.875817,-122.239328
Ariolimax buttoni,2023,38.029067,-122.741287
Ariolimax buttoni,2022,37.94498,-122.626587
Ariolimax buttoni,2021,37.900002,-122.589996
Ariolimax buttoni,2021,37.900002,-122.580002
Ariolimax buttoni,2022,38.555161,-122.442563
Ariolimax buttoni,2022,38.045222,-122.809172
Ariolimax buttoni,2023,38.0411,-122.876442
Ariolimax buttoni,2018,37.87173,-122.241072
Ariolimax buttoni,2021,38.469025,-123.02373
Ariolimax buttoni,2023,37.794456,-122.143019
Ariolimax buttoni,2021,38.089487,-122.881418
Ariolimax buttoni,2018,37.86982,-122.235875
Ariolimax buttoni,2022,38.047378,-122.826317
Ariolimax buttoni,2021,37.862305,-122.585809
Ariolimax buttoni,2018,37.868858,-122.24192
Ariolimax buttoni,2021,38.542433,-122.687103
Ariolimax buttoni,2022,38.004483,-122.708558
Ariolimax buttoni,2018,38.905768,-121.049839
Ariolimax buttoni,2021,37.899445,-122.610616
Ariolimax buttoni,2020,37.169647,-121.9805
Ariolimax buttoni,2018,37.085056,-121.793433
Ariolimax buttoni,2021,38.578277,-123.297555
Ariolimax buttoni,2021,38.574467,-123.297958
Ariolimax buttoni,2022,38.572924,-123.317007
Ariolimax buttoni,2023,37.923758,-122.29013
Ariolimax buttoni,2023,37.923758,-122.29013
Ariolimax buttoni,2023,37.836489,-122.501946
Ariolimax buttoni,2023,38.537003,-123.006325
Ariolimax buttoni,2021,39.373945,-123.810417
Ariolimax buttoni,2023,38.030121,-122.802345
Ariolimax buttoni,2022,39.177194,-123.690881
Ariolimax buttoni,2023,37.821592,-122.173947
Ariolimax buttoni,2016,38.025744,-122.797046
Ariolimax buttoni,2023,38.416795,-122.954955
Ariolimax buttoni,2023,38.046989,-122.753053
Ariolimax buttoni,2023,38.053923,-122.837294
Ariolimax buttoni,2023,38.063133,-122.849775
Ariolimax buttoni,2013,38.574534,-122.684539
Ariolimax buttoni,2023,39.424041,-121.117229
